,p1_1,p1_2,p1_3,p1_4,p1_5,p1_6,p1_7,p1_8,p2_1,p2_2,p2_3,p2_4,p2_5,p2_6,p2_7,p2_8,p1_crowns,p2_crowns
686,Miner,Executioner,Bats,Mega Knight,Wall Breakers,Zap,Royal Ghost,Bandit,P.E.K.K.A,Giant Snowball,Royal Giant,Inferno Dragon,Valkyrie,Bandit,Dark Prince,Electro Wizard,0,1
687,X-Bow,Ice Wizard,Tesla,Tornado,Rocket,The Log,Skeletons,Valkyrie,Miner,Executioner,Bats,Mega Knight,Wall Breakers,Zap,Royal Ghost,Bandit,0,1
688,Wall Breakers,Prince,Valkyrie,Goblin Barrel,Princess,Giant Snowball,Dart Goblin,Goblin Gang,Barbarian Barrel,Poison,Goblin Cage,Electro Wizard,Baby Dragon,Night Witch,Graveyard,Mega Knight,1,0
689,Wall Breakers,Prince,Valkyrie,Goblin Barrel,Princess,Giant Snowball,Dart Goblin,Goblin Gang,The Log,Electro Wizard,Baby Dragon,Inferno Tower,Skeleton Army,Lumberjack,Wizard,Royal Giant,2,0
690,Tornado,Barbarian Barrel,Night Witch,Electro Wizard,Executioner,Elixir Golem,Sparky,Lightning,Miner,Valkyrie,Wall Breakers,Bomb Tower,Skeletons,Magic Archer,The Log,Bats,1,0
691,Tornado,Barbarian Barrel,Night Witch,Electro Wizard,Executioner,Elixir Golem,Sparky,Lightning,The Log,Inferno Tower,Musketeer,Fireball,Hog Rider,Witch,Bowler,Royal Ghost,1,0
692,Tornado,Barbarian Barrel,Night Witch,Electro Wizard,Executioner,Elixir Golem,Sparky,Lightning,Archers,Bats,Graveyard,Freeze,Ice Golem,Goblin Cage,Giant Snowball,Balloon,0,1
693,Earthquake,Miner,The Log,Royal Giant,Fireball,Tornado,Mega Minion,Ice Wizard,Bats,Tesla,Wizard,Zap,Goblins,Mega Knight,The Log,Archers,0,1
694,Earthquake,Miner,The Log,Royal Giant,Fireball,Tornado,Mega Minion,Ice Wizard,Skeleton Army,Zap,Valkyrie,Hog Rider,Lumberjack,P.E.K.K.A,Wizard,Rocket,1,0
695,Royal Giant,Goblin Gang,Princess,Dart Goblin,Skeleton Army,Mega Knight,Goblin Barrel,Goblin Cage,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,0,1
696,Royal Giant,Goblin Gang,Princess,Dart Goblin,Skeleton Army,Mega Knight,Goblin Barrel,Goblin Cage,Elixir Golem,Night Witch,Giant Snowball,Guards,Prince,Poison,Goblins,Hunter,1,0
697,Royal Giant,Goblin Gang,Princess,Dart Goblin,Skeleton Army,Mega Knight,Goblin Barrel,Goblin Cage,Cannon Cart,Bomb Tower,Baby Dragon,Graveyard,Tornado,Poison,Ice Wizard,Barbarian Barrel,3,0
698,Royal Giant,Goblin Gang,Princess,Dart Goblin,Skeleton Army,Mega Knight,Goblin Barrel,Goblin Cage,Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,2,1
699,Royal Giant,Goblin Gang,Princess,Dart Goblin,Skeleton Army,Mega Knight,Goblin Barrel,Goblin Cage,Poison,Bandit,Mega Knight,Ram Rider,Inferno Dragon,Barbarian Barrel,Bats,Zap,3,0
700,Royal Giant,Goblin Gang,Princess,Dart Goblin,Skeleton Army,Mega Knight,Goblin Barrel,Goblin Cage,Magic Archer,Executioner,Skeletons,Night Witch,Elixir Golem,Rocket,The Log,Tornado,2,1
701,Royal Giant,Goblin Gang,Princess,Dart Goblin,Skeleton Army,Mega Knight,Goblin Barrel,Goblin Cage,Valkyrie,Magic Archer,Bomb Tower,Miner,Wall Breakers,Bats,Zap,Skeletons,1,0
702,Royal Giant,Goblin Gang,Princess,Dart Goblin,Skeleton Army,Mega Knight,Goblin Barrel,Goblin Cage,Ice Wizard,Night Witch,Mega Knight,Tornado,Barbarian Barrel,Poison,Electro Dragon,Elixir Golem,0,1
703,Royal Giant,Goblin Gang,Princess,Dart Goblin,Skeleton Army,Mega Knight,Goblin Barrel,Goblin Cage,Wall Breakers,Bomb Tower,Valkyrie,Magic Archer,Bats,Miner,The Log,Skeletons,0,1
704,Royal Giant,Goblin Gang,Princess,Dart Goblin,Skeleton Army,Mega Knight,Goblin Barrel,Goblin Cage,Wizard,The Log,Freeze,Inferno Tower,Hog Rider,Mega Knight,Magic Archer,Bomber,2,0
705,P.E.K.K.A,Ram Rider,Bandit,Magic Archer,Electro Wizard,Lightning,Barbarian Barrel,Giant Snowball,Miner,Wall Breakers,Magic Archer,The Log,Skeletons,Bats,Valkyrie,Bomb Tower,3,1
706,P.E.K.K.A,Ram Rider,Bandit,Magic Archer,Electro Wizard,Lightning,Barbarian Barrel,Giant Snowball,Golem,Night Witch,Baby Dragon,Executioner,Goblin Cage,Barbarian Barrel,Tornado,Lightning,2,0
707,P.E.K.K.A,Ram Rider,Bandit,Magic Archer,Electro Wizard,Lightning,Barbarian Barrel,Giant Snowball,Night Witch,Bats,Goblin Barrel,Poison,Bandit,Mega Knight,Dark Prince,Electro Wizard,3,1
708,P.E.K.K.A,Ram Rider,Bandit,Magic Archer,Electro Wizard,Lightning,Barbarian Barrel,Giant Snowball,Furnace,Tornado,Arrows,Valkyrie,Skeleton Army,Inferno Dragon,Lava Hound,Lightning,1,0
709,P.E.K.K.A,Ram Rider,Bandit,Magic Archer,Electro Wizard,Lightning,Barbarian Barrel,Giant Snowball,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,3,0
710,Prince,Dart Goblin,Rascals,The Log,Goblin Barrel,Princess,Goblin Gang,Rocket,Goblin Barrel,Princess,Knight,Miner,Tesla,Minion Horde,Zap,Mega Knight,1,2
711,Prince,Dart Goblin,Rascals,The Log,Goblin Barrel,Princess,Goblin Gang,Rocket,Elixir Golem,Three Musketeers,Miner,Magic Archer,Executioner,Tornado,Ice Golem,The Log,2,1
712,Skeleton Army,Balloon,Lumberjack,Rocket,Executioner,Clone,Night Witch,Golem,P.E.K.K.A,Zap,Electro Wizard,Battle Ram,Bandit,Magic Archer,Poison,Royal Ghost,1,2
713,Skeleton Army,Balloon,Lumberjack,Rocket,Executioner,Clone,Night Witch,Golem,Tornado,Lightning,Barbarian Barrel,Ice Wizard,Night Witch,Baby Dragon,Goblin Cage,Golem,3,1
714,Mega Knight,Wall Breakers,Miner,Skeletons,Bats,Inferno Dragon,Zap,Bandit,Skeletons,Ice Spirit,Zap,Valkyrie,Executioner,Tornado,Miner,Balloon,1,2
715,Mega Knight,Wall Breakers,Miner,Skeletons,Bats,Inferno Dragon,Zap,Bandit,Barbarian Barrel,Hog Rider,The Log,Fireball,Tesla,Skeletons,Musketeer,Ice Spirit,1,0
716,Mega Knight,Wall Breakers,Miner,Skeletons,Bats,Inferno Dragon,Zap,Bandit,Bandit,Barbarian Barrel,Executioner,Mega Knight,Miner,Minions,Wall Breakers,Zap,0,1
717,Mega Knight,Wall Breakers,Miner,Skeletons,Bats,Inferno Dragon,Zap,Bandit,X-Bow,The Log,Ice Golem,Skeletons,Ice Spirit,Tesla,Fireball,Archers,1,0
718,Mega Knight,Wall Breakers,Miner,Skeletons,Bats,Inferno Dragon,Zap,Bandit,Electro Wizard,Zap,Minions,P.E.K.K.A,Bandit,Poison,Battle Ram,Royal Ghost,1,3
719,Mega Knight,Wall Breakers,Miner,Skeletons,Bats,Inferno Dragon,Zap,Bandit,Miner,Zap,Night Witch,Tornado,Executioner,Mega Knight,Bats,P.E.K.K.A,1,0
720,Mega Knight,Wall Breakers,Miner,Skeletons,Bats,Inferno Dragon,Zap,Bandit,Bats,Magic Archer,Three Musketeers,Miner,Wall Breakers,Mega Knight,Bandit,Zap,0,1
721,Mega Knight,Wall Breakers,Miner,Skeletons,Bats,Inferno Dragon,Zap,Bandit,Skeleton Army,Clone,Princess,Rage,Giant Skeleton,Minion Horde,Prince,Arrows,1,0
722,Ice Wizard,Valkyrie,X-Bow,Skeletons,Tesla,Rocket,The Log,Tornado,Royal Giant,Executioner,Valkyrie,Ice Spirit,Skeletons,Poison,Tornado,Earthquake,0,1
723,Ice Wizard,Valkyrie,X-Bow,Skeletons,Tesla,Rocket,The Log,Tornado,Flying Machine,Bats,Executioner,Ice Spirit,Tornado,Freeze,Balloon,Giant Skeleton,1,0
724,Royal Giant,Mega Minion,Tombstone,Giant Snowball,Guards,Poison,P.E.K.K.A,Electro Wizard,Three Musketeers,Elixir Golem,Magic Archer,Miner,Night Witch,Royal Ghost,Skeletons,Giant Snowball,1,2
725,Elixir Golem,Executioner,Night Witch,Poison,Tornado,Barbarian Barrel,Electro Wizard,Sparky,Ram Rider,Bandit,Barbarian Barrel,Giant Snowball,Electro Wizard,P.E.K.K.A,Lightning,Magic Archer,1,0
726,Elixir Golem,Executioner,Night Witch,Poison,Tornado,Barbarian Barrel,Electro Wizard,Sparky,Giant,Baby Dragon,Freeze,Executioner,Graveyard,Barbarian Barrel,Tornado,Night Witch,1,0
727,Elixir Golem,Executioner,Night Witch,Poison,Tornado,Barbarian Barrel,Electro Wizard,Sparky,Sparky,Elixir Golem,Executioner,Night Witch,Giant Snowball,Lightning,Goblin Cage,Electro Wizard,1,0
728,Elixir Golem,Executioner,Night Witch,Poison,Tornado,Barbarian Barrel,Electro Wizard,Sparky,Giant Snowball,Musketeer,Giant,Barbarian Barrel,Poison,Dark Prince,Night Witch,Graveyard,1,0
729,Elixir Golem,Executioner,Night Witch,Poison,Tornado,Barbarian Barrel,Electro Wizard,Sparky,Balloon,Barbarian Barrel,Freeze,Ice Golem,Bats,Lumberjack,Giant Snowball,Musketeer,1,0
730,Elixir Golem,Executioner,Night Witch,Poison,Tornado,Barbarian Barrel,Electro Wizard,Sparky,Baby Dragon,Dark Prince,Guards,Tornado,P.E.K.K.A,Executioner,Freeze,Graveyard,0,1
731,Elixir Golem,Executioner,Night Witch,Poison,Tornado,Barbarian Barrel,Electro Wizard,Sparky,Guards,Executioner,Baby Dragon,Tornado,Graveyard,Bowler,Ice Wizard,Freeze,1,0
732,Elixir Golem,Executioner,Night Witch,Poison,Tornado,Barbarian Barrel,Electro Wizard,Sparky,Knight,Executioner,Baby Dragon,Skeletons,Freeze,Graveyard,Barbarian Barrel,Tornado,1,0
733,Elixir Golem,Executioner,Night Witch,Poison,Tornado,Barbarian Barrel,Electro Wizard,Sparky,Hog Rider,Furnace,P.E.K.K.A,Musketeer,Mega Knight,Baby Dragon,Lightning,Zap,1,0
734,Skeletons,Wall Breakers,Miner,Valkyrie,Bats,Bomb Tower,The Log,Magic Archer,Balloon,Skeleton Army,Valkyrie,Prince,Tornado,Fire Spirits,Goblin Gang,Rocket,1,0
735,Dart Goblin,Goblin Barrel,Goblin Gang,Prince,Princess,Rascals,Rocket,The Log,Ice Spirit,Skeletons,Rocket,X-Bow,Knight,Tornado,Executioner,The Log,1,0
736,Ice Golem,Balloon,Miner,Barbarian Barrel,Skeletons,Musketeer,Bomb Tower,Giant Snowball,Skeletons,Executioner,Elixir Golem,Night Witch,The Log,Magic Archer,Rocket,Tornado,3,0
737,Ice Golem,Balloon,Miner,Barbarian Barrel,Skeletons,Musketeer,Bomb Tower,Giant Snowball,Mega Knight,Miner,Inferno Dragon,Bandit,Poison,Bats,Electro Wizard,Zap,0,1
738,Dart Goblin,Goblin Barrel,Goblin Gang,Prince,Princess,Rascals,Rocket,The Log,Skeleton Army,Prince,Wizard,Lumberjack,Inferno Dragon,Valkyrie,Zap,Minion Horde,2,0
739,Ice Golem,Balloon,Miner,Barbarian Barrel,Skeletons,Musketeer,Bomb Tower,Giant Snowball,Balloon,Mega Minion,Tombstone,Zap,Baby Dragon,Guards,Lava Hound,Poison,2,1
740,X-Bow,Archers,Skeletons,The Log,Fireball,Tesla,Ice Spirit,Ice Golem,Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Lightning,1,0
741,X-Bow,Archers,Skeletons,The Log,Fireball,Tesla,Ice Spirit,Ice Golem,Bats,Skeletons,Wall Breakers,Bomb Tower,Miner,Valkyrie,Zap,Magic Archer,1,0
742,X-Bow,Archers,Skeletons,The Log,Fireball,Tesla,Ice Spirit,Ice Golem,Miner,Wall Breakers,Bomb Tower,Magic Archer,Bats,Zap,Valkyrie,Skeletons,1,0
743,X-Bow,Archers,Skeletons,The Log,Fireball,Tesla,Ice Spirit,Ice Golem,Barbarian Barrel,Tornado,Rocket,Baby Dragon,Goblin Cage,Night Witch,Executioner,Golem,1,0
744,X-Bow,Archers,Skeletons,The Log,Fireball,Tesla,Ice Spirit,Ice Golem,Valkyrie,Bomb Tower,Bats,Skeletons,Magic Archer,Miner,Wall Breakers,Zap,1,0
745,X-Bow,Archers,Skeletons,The Log,Fireball,Tesla,Ice Spirit,Ice Golem,Fireball,Mega Knight,Miner,Mini P.E.K.K.A,Zap,Bats,Sparky,Hunter,1,0
746,X-Bow,Archers,Skeletons,The Log,Fireball,Tesla,Ice Spirit,Ice Golem,Skeletons,Valkyrie,Miner,Bats,Wall Breakers,Magic Archer,Bomb Tower,The Log,1,0
747,X-Bow,Archers,Skeletons,The Log,Fireball,Tesla,Ice Spirit,Ice Golem,Magic Archer,Executioner,Skeletons,Night Witch,Elixir Golem,Rocket,The Log,Tornado,0,1
748,Golem,Night Witch,Lumberjack,Baby Dragon,Lightning,Barbarian Barrel,Mega Minion,Tornado,Lava Hound,Lumberjack,Baby Dragon,Bats,Clone,Skeleton Army,Giant Snowball,Flying Machine,3,0
749,Valkyrie,Goblins,Baby Dragon,Executioner,Graveyard,Barbarian Barrel,Tornado,Freeze,Zap,Wizard,Hunter,Bandit,Inferno Dragon,Dark Prince,Graveyard,Freeze,1,0
750,Valkyrie,Goblins,Baby Dragon,Executioner,Graveyard,Barbarian Barrel,Tornado,Freeze,Giant Snowball,Freeze,Ice Golem,Bats,Lumberjack,Musketeer,Tesla,Balloon,1,0
751,Valkyrie,Goblins,Baby Dragon,Executioner,Graveyard,Barbarian Barrel,Tornado,Freeze,Witch,Miner,Hog Rider,Zap,Wizard,Valkyrie,Skeleton Army,Inferno Tower,1,0
752,Valkyrie,Goblins,Baby Dragon,Executioner,Graveyard,Barbarian Barrel,Tornado,Freeze,Tornado,Graveyard,Baby Dragon,Guards,Wizard,Executioner,Freeze,Bowler,0,1
753,Valkyrie,Goblins,Baby Dragon,Executioner,Graveyard,Barbarian Barrel,Tornado,Freeze,Minion Horde,Rascals,Witch,Royal Hogs,Rocket,Mega Knight,Furnace,Valkyrie,1,0
754,Valkyrie,Goblins,Baby Dragon,Executioner,Graveyard,Barbarian Barrel,Tornado,Freeze,Tornado,Knight,Lumberjack,Executioner,Ice Wizard,Hog Rider,Cannon,The Log,1,0
755,Valkyrie,Goblins,Baby Dragon,Executioner,Graveyard,Barbarian Barrel,Tornado,Freeze,Hog Rider,Knight,Goblin Giant,Wizard,The Log,Rocket,Goblin Gang,Magic Archer,1,0
756,Valkyrie,Goblins,Baby Dragon,Executioner,Graveyard,Barbarian Barrel,Tornado,Freeze,Elite Barbarians,Zap,Clone,Musketeer,Inferno Dragon,Giant Skeleton,Minions,Witch,1,0
757,Lava Hound,Miner,Inferno Dragon,Baby Dragon,Goblin Cage,Poison,Giant Snowball,Fisherman,X-Bow,Tesla,Ice Golem,Archers,Skeletons,Ice Spirit,Fireball,The Log,1,2
758,P.E.K.K.A,Royal Ghost,Poison,Electro Wizard,Fisherman,Magic Archer,Giant Snowball,Battle Ram,Goblins,Tornado,Bandit,Ice Spirit,Inferno Dragon,Golem,Mega Minion,Zap,1,0
759,P.E.K.K.A,Royal Ghost,Poison,Electro Wizard,Fisherman,Magic Archer,Giant Snowball,Battle Ram,Fisherman,Ice Wizard,Ice Spirit,Minions,Dart Goblin,Golem,Zap,The Log,1,0
760,Balloon,Barbarians,Musketeer,Miner,Ice Golem,Mega Minion,Furnace,Giant Snowball,Golem,Night Witch,Lumberjack,Mega Minion,Baby Dragon,Tornado,Zap,Elixir Collector,1,2
761,Elixir Golem,Executioner,Tornado,Sparky,Ice Spirit,Wall Breakers,Miner,Bats,The Log,X-Bow,Tornado,Rocket,Mega Minion,Ice Golem,Skeletons,Ice Wizard,1,2
762,Elixir Golem,Executioner,Tornado,Sparky,Ice Spirit,Wall Breakers,Miner,Bats,Balloon,Miner,Executioner,Ice Spirit,Skeletons,Zap,Tornado,Valkyrie,3,0
763,Zap,Tornado,Musketeer,Balloon,Lumberjack,Freeze,Bats,Mega Minion,Baby Dragon,Bowler,Executioner,Freeze,Graveyard,Guards,Ice Wizard,Tornado,0,1
764,Zap,Ice Golem,Musketeer,Balloon,Lumberjack,Freeze,Bats,Mega Minion,X-Bow,Tesla,The Log,Tornado,Knight,Skeletons,Ice Wizard,Rocket,0,1
765,Zap,Ice Golem,Musketeer,Balloon,Lumberjack,Freeze,Bats,Mega Minion,Princess,The Log,Goblin Gang,Goblin Barrel,Rocket,Knight,Skeleton Army,Inferno Tower,1,0
766,Zap,Ice Golem,Musketeer,Balloon,Lumberjack,Freeze,Bats,Mega Minion,Bandit,Freeze,Baby Dragon,Graveyard,Executioner,Mega Knight,Tornado,Poison,1,0
767,Zap,Ice Golem,Musketeer,Balloon,Lumberjack,Freeze,Bats,Mega Minion,Wizard,Fireball,Bats,Ice Wizard,Goblin Gang,The Log,Goblin Barrel,Tornado,1,0
768,Zap,Ice Golem,Musketeer,Balloon,Lumberjack,Freeze,Bats,Mega Minion,Elixir Golem,Tornado,Bats,Rocket,Executioner,Sparky,Lumberjack,Mirror,0,1
769,Zap,Ice Golem,Musketeer,Balloon,Lumberjack,Freeze,Bats,Mega Minion,Skeletons,Knight,The Log,X-Bow,Archers,Ice Spirit,Tesla,Fireball,1,0
770,Zap,Ice Golem,Musketeer,Balloon,Lumberjack,Freeze,Bats,Mega Minion,Barbarian Barrel,Elixir Golem,Goblin Cage,Graveyard,Executioner,Night Witch,Giant Snowball,Poison,1,0
771,Zap,Ice Golem,Musketeer,Balloon,Lumberjack,Freeze,Bats,Mega Minion,Inferno Dragon,Knight,Goblin Gang,Giant Snowball,Electro Wizard,Furnace,Hog Rider,Poison,1,0
772,Tornado,Rocket,Goblins,Miner,Bomb Tower,Ice Wizard,Valkyrie,Wall Breakers,Freeze,Valkyrie,Mega Knight,Wizard,Skeleton Army,The Log,Ice Wizard,Magic Archer,2,0
773,Tornado,Rocket,Goblins,Miner,Bomb Tower,Ice Wizard,Valkyrie,Wall Breakers,Ram Rider,Electro Wizard,Valkyrie,Princess,Mega Knight,Magic Archer,The Log,Zap,1,0
774,Mega Knight,Valkyrie,Executioner,Freeze,Graveyard,Magic Archer,Bomb Tower,Tornado,Knight,Fireball,Goblins,Tornado,Zap,Ice Spirit,Musketeer,Hog Rider,1,0
775,P.E.K.K.A,Electro Wizard,Poison,Magic Archer,Battle Ram,Zap,Bandit,Royal Ghost,Bandit,Magic Archer,Poison,Electro Wizard,P.E.K.K.A,Battle Ram,Zap,Royal Ghost,2,1
776,P.E.K.K.A,Electro Wizard,Poison,Magic Archer,Battle Ram,Zap,Bandit,Royal Ghost,Wall Breakers,Valkyrie,Miner,The Log,Ice Spirit,Skeletons,Bomb Tower,Magic Archer,0,1
777,P.E.K.K.A,Electro Wizard,Poison,Magic Archer,Battle Ram,Zap,Bandit,Royal Ghost,Hunter,Mega Knight,Hog Rider,Mega Minion,Baby Dragon,Skeleton Army,Zap,Giant,1,2
778,P.E.K.K.A,Electro Wizard,Poison,Magic Archer,Battle Ram,Zap,Bandit,Royal Ghost,Royal Giant,Skeletons,Valkyrie,Miner,The Log,Executioner,Tornado,Poison,1,0
779,P.E.K.K.A,Electro Wizard,Poison,Magic Archer,Battle Ram,Zap,Bandit,Royal Ghost,Archers,Skeletons,Tesla,Fireball,Ice Spirit,Knight,X-Bow,The Log,3,0
780,P.E.K.K.A,Electro Wizard,Poison,Magic Archer,Battle Ram,Zap,Bandit,Royal Ghost,Executioner,Tornado,Rocket,Skeletons,Elixir Golem,Magic Archer,Night Witch,The Log,2,1
781,P.E.K.K.A,Electro Wizard,Poison,Magic Archer,Battle Ram,Zap,Bandit,Royal Ghost,Zap,Night Witch,Lightning,Tornado,Executioner,Elixir Golem,Sparky,Skeletons,1,0
782,P.E.K.K.A,Electro Wizard,Poison,Magic Archer,Battle Ram,Zap,Bandit,Royal Ghost,Giant,Zap,Minion Horde,Skeleton Army,Princess,Miner,Sparky,Goblin Gang,2,1
783,P.E.K.K.A,Electro Wizard,Poison,Magic Archer,Battle Ram,Zap,Bandit,Royal Ghost,Tornado,Elixir Golem,Night Witch,Executioner,Sparky,Poison,Skeletons,Barbarian Barrel,2,1
784,P.E.K.K.A,Electro Wizard,Poison,Magic Archer,Battle Ram,Zap,Bandit,Royal Ghost,The Log,Electro Wizard,Magic Archer,P.E.K.K.A,Balloon,Arrows,Bandit,Zap,1,0
785,P.E.K.K.A,Electro Wizard,Poison,Magic Archer,Battle Ram,Zap,Bandit,Royal Ghost,Fireball,Giant Snowball,Dark Prince,Barbarian Barrel,P.E.K.K.A,Electro Wizard,Magic Archer,Ram Rider,3,0
786,P.E.K.K.A,Electro Wizard,Poison,Magic Archer,Battle Ram,Zap,Bandit,Royal Ghost,Mega Knight,Archers,Minion Horde,Wizard,Witch,Valkyrie,The Log,Lumberjack,3,0
787,P.E.K.K.A,Electro Wizard,Poison,Magic Archer,Battle Ram,Zap,Bandit,Royal Ghost,Baby Dragon,Barbarian Barrel,Executioner,Mini P.E.K.K.A,Golem,Lightning,Night Witch,Tornado,3,0
788,Miner,Wall Breakers,Mega Knight,Executioner,Dart Goblin,Goblin Gang,Bats,Zap,Executioner,Night Witch,Magic Archer,Elixir Golem,Skeletons,Rocket,Tornado,The Log,2,1
789,Miner,Wall Breakers,Mega Knight,Executioner,Dart Goblin,Goblin Gang,Bats,Zap,Mega Minion,Cannon Cart,Golem,Baby Dragon,Clone,Night Witch,Tornado,Giant Skeleton,2,0
790,Miner,Wall Breakers,Mega Knight,Executioner,Dart Goblin,Goblin Gang,Bats,Zap,Elixir Golem,Executioner,Goblins,Night Witch,Poison,Sparky,Tornado,Electro Wizard,3,0
791,Miner,Wall Breakers,Mega Knight,Executioner,Dart Goblin,Goblin Gang,Bats,Zap,Rocket,Wall Breakers,Tornado,Bomb Tower,Valkyrie,Miner,Goblins,Ice Wizard,1,0
792,Miner,Wall Breakers,Mega Knight,Executioner,Dart Goblin,Goblin Gang,Bats,Zap,Elite Barbarians,Giant,Wizard,Three Musketeers,Minion Horde,Hog Rider,Giant Skeleton,Rocket,3,2
793,Sparky,Executioner,Electro Wizard,Night Witch,Elixir Golem,Lightning,The Log,Tornado,Mega Knight,Barbarian Hut,Balloon,Baby Dragon,Witch,Giant Skeleton,Rocket,Goblin Hut,2,1
794,Miner,Wall Breakers,Mega Knight,Executioner,Dart Goblin,Goblin Gang,Bats,Zap,Elixir Golem,Night Witch,Magic Archer,Executioner,Skeletons,The Log,Tornado,Rocket,0,1
795,Miner,Wall Breakers,Mega Knight,Executioner,Dart Goblin,Goblin Gang,Bats,Zap,Ice Spirit,Tesla,Archers,Fireball,Skeletons,Ice Golem,X-Bow,The Log,3,0
796,Miner,Wall Breakers,Mega Knight,Executioner,Dart Goblin,Goblin Gang,Bats,Zap,Battle Ram,Lumberjack,The Log,Zap,Fireball,Skeleton Army,Baby Dragon,Minions,3,0
797,Miner,Wall Breakers,Mega Knight,Executioner,Dart Goblin,Goblin Gang,Bats,Zap,Mega Knight,Bats,Goblin Gang,Inferno Dragon,Princess,Skeleton Barrel,Miner,Arrows,3,0
798,Miner,Wall Breakers,Mega Knight,Executioner,Dart Goblin,Goblin Gang,Bats,Zap,Magic Archer,Mega Knight,Skeletons,Royal Giant,Tornado,Executioner,The Log,Lightning,1,2
799,Miner,Wall Breakers,Mega Knight,Executioner,Dart Goblin,Goblin Gang,Bats,Zap,Barbarian Barrel,Fire Spirits,Bomber,Ice Golem,Battle Ram,Three Musketeers,Barbarian Hut,Zap,0,1
800,Miner,Wall Breakers,Mega Knight,Executioner,Dart Goblin,Goblin Gang,Bats,Zap,Zap,Minion Horde,Guards,Mega Minion,Miner,Arrows,Balloon,Lava Hound,2,1
801,Miner,Wall Breakers,Mega Knight,Executioner,Dart Goblin,Goblin Gang,Bats,Zap,P.E.K.K.A,Balloon,Valkyrie,Ice Wizard,Executioner,Freeze,Zap,Tornado,1,0
802,Miner,Wall Breakers,Mega Knight,Executioner,Dart Goblin,Goblin Gang,Bats,Zap,P.E.K.K.A,Skeletons,Balloon,Miner,Executioner,Ice Spirit,Zap,Tornado,0,1
803,Miner,Wall Breakers,Mega Knight,Executioner,Dart Goblin,Goblin Gang,Bats,Zap,Golem,Bats,Poison,Mega Minion,Lumberjack,Night Witch,Zap,Baby Dragon,1,0
804,Miner,Wall Breakers,Mega Knight,Executioner,Dart Goblin,Goblin Gang,Bats,Zap,Golem,Baby Dragon,Night Witch,The Log,Mega Minion,Zap,Mini P.E.K.K.A,Lightning,1,3
805,Elixir Golem,Night Witch,Magic Archer,The Log,Tornado,Executioner,Skeletons,Rocket,Mega Knight,Musketeer,Zap,Goblin Gang,Inferno Dragon,Bats,Skeleton Barrel,Miner,0,1
807,Elixir Golem,Night Witch,Magic Archer,The Log,Tornado,Executioner,Skeletons,Rocket,Lumberjack,Night Witch,Balloon,Arrows,Minion Horde,Executioner,Skeleton Army,The Log,1,0
808,Elixir Golem,Night Witch,Magic Archer,The Log,Tornado,Executioner,Skeletons,Rocket,Ice Golem,Ice Spirit,Fireball,The Log,Tesla,Archers,X-Bow,Skeletons,0,1
809,Elixir Golem,Night Witch,Magic Archer,The Log,Tornado,Executioner,Skeletons,Rocket,Hog Rider,The Log,Goblins,Rocket,Ice Spirit,Tornado,Valkyrie,Executioner,1,0
810,Elixir Golem,Night Witch,Magic Archer,The Log,Tornado,Executioner,Skeletons,Rocket,Barbarian Barrel,Giant Skeleton,Graveyard,Freeze,Executioner,Tornado,Baby Dragon,Guards,0,1
811,Elixir Golem,Night Witch,Magic Archer,The Log,Tornado,Executioner,Skeletons,Rocket,Freeze,Balloon,Lumberjack,Ice Wizard,Executioner,Tornado,P.E.K.K.A,Zap,1,0
812,Elixir Golem,Night Witch,Magic Archer,The Log,Tornado,Executioner,Skeletons,Rocket,Lumberjack,Balloon,Goblin Gang,Electro Wizard,Freeze,The Log,Zap,Fireball,1,0
813,Elixir Golem,Night Witch,Magic Archer,The Log,Tornado,Executioner,Skeletons,Rocket,Barbarian Barrel,Giant Skeleton,Graveyard,Freeze,Executioner,Tornado,Baby Dragon,Guards,1,0
814,Elixir Golem,Night Witch,Magic Archer,The Log,Tornado,Executioner,Skeletons,Rocket,Tornado,Elixir Golem,Night Witch,Mini P.E.K.K.A,Sparky,Poison,Skeletons,Barbarian Barrel,1,0
815,Elixir Golem,Night Witch,Magic Archer,The Log,Tornado,Executioner,Skeletons,Rocket,Miner,Princess,The Log,Zap,Guards,Prince,Hog Rider,Bats,1,0
816,Elixir Golem,Night Witch,Magic Archer,The Log,Tornado,Executioner,Skeletons,Rocket,Balloon,Miner,Executioner,Ice Spirit,Skeletons,Zap,Tornado,Valkyrie,1,0
817,Elixir Golem,Night Witch,Magic Archer,The Log,Tornado,Executioner,Skeletons,Rocket,Inferno Dragon,Ice Wizard,Elixir Golem,Tornado,Miner,Ice Golem,Skeleton Barrel,Bats,1,0
818,Elixir Golem,Night Witch,Magic Archer,The Log,Tornado,Executioner,Skeletons,Rocket,Tornado,Elixir Golem,Night Witch,Executioner,Sparky,Poison,Baby Dragon,Barbarian Barrel,1,0
819,Elixir Golem,Night Witch,Magic Archer,The Log,Tornado,Executioner,Skeletons,Rocket,Zap,Electro Wizard,Valkyrie,Lightning,Sparky,P.E.K.K.A,Tornado,Executioner,0,1
